rank	word	frequency
3524	만나면	180
3525	조사를	180
3526	바래요	180
3527	더그	180
3528	오줌	180
3529	없었고	180
3530	생각했지	180
3531	운	180
3532	갔는데	180
3533	지키고	180
3534	재판장님	180
3535	종종	180
3536	못하겠어요	180
3537	병원으로	180
3538	죽어가고	180
3539	했다는	180
3540	고맙지만	180
3541	엔진	180
3542	거기다	180
3543	같진	180
3544	레지던트	180
3545	두지	180
3546	언니는	180
3547	살면서	179
3548	각하	179
3549	훌륭해	179
3550	애들한테	179
3551	차고	179
3552	촬영	179
3553	스트레스	179
3554	여기에서	179
3555	의사를	179
3556	내는	179
3557	지는	179
3558	바람을	178
3559	어느날	178
3560	알지도	178
3561	블랙	178
3562	않았나	178
3563	지키는	178
3564	시신을	178
3565	애초에	178
3566	있을게	178
3567	연방	178
3568	그분은	178
3569	고통	178
3570	하시죠	178
3571	걸렸어	178
3572	비밀로	178
3573	결혼한	178
3574	들어와서	178
3575	당한	178
3576	나라를	178
3577	그런건	177
3578	지내고	177
3579	어딘지	177
3580	즐겁게	177
3581	연구	177
3582	허나	177
3583	뜻인지	177
3584	줄게요	177
3585	솔직하게	177
3586	나리	177
3587	아닌데요	177
3588	서류	177
3589	가슴이	177
3590	안했어요	177
3591	작전을	177
3592	것이고	177
3593	대가를	177
3594	일본	177
3595	온갖	177
3596	장난해	177
3597	현장에서	177
3598	영상을	177
3599	말씀이	176
3600	왔나	176
3601	시스템	176
3602	대부분은	176
3603	데릭이	176
3604	하고요	176
3605	아이스크림	176
3606	원했던	176
3607	엄마야	176
3608	엉덩이를	176
3609	버스	176
3610	돌아가야	176
3611	부탁해요	176
3612	혈압이	176
3613	묻지	176
3614	핸드폰	176
3615	모르게	176
3616	멍청아	176
3617	준비하고	176
3618	유카와	176
3619	처리할	176
3620	정말이에요	176
3621	뜻이지	176
3622	비싼	176
3623	잃게	176
3624	허	176
3625	올거야	176
3626	잡는	175
3627	벽	175
3628	부탁해	175
3629	눈은	175
3630	배고파	175
3631	주로	175
3632	저것	175
3633	놔두고	175
3634	남자들은	175
3635	구멍을	175
3636	했나요	175
3637	일만	175
3638	힘들	175
3639	돈으로	175
3640	우연히	175
3641	시스템을	175
3642	대위님	175
3643	애기	175
3644	가져왔어요	175
3645	않는다는	174
3646	없었는데	174
3647	총이	174
3648	너희를	174
3649	말했듯이	174
3650	네이단	174
3651	자식아	174
3652	무	174
3653	조엘	174
3654	받으면	174
3655	사실대로	174
3656	않습니까	174
3657	뜨거운	174
3658	멋지네요	174
3659	같고	174
3660	오버	174
3661	상황에서	174
3662	편히	174
3663	말해도	174
3664	좋겠네	173
3665	때문이다	173
3666	파트너	173
3667	존재하지	173
3668	감시	173
3669	공	173
3670	돕는	173
3671	것이오	173
3672	클리어	173
3673	위	173
3674	누구시죠	173
3675	앞으로도	173
3676	올리버	173
3677	홀로	173
3678	신이시여	173
3679	그래서요	173
3680	왜그래	173
3681	덕에	173
3682	상대가	173
3683	그쵸	173
3684	아시겠죠	173
3685	위험	173
3686	나라면	173
3687	인턴	173
3688	그럴거야	173
3689	거였어요	173
3690	서둘러요	173
3691	님	173
3692	병	173
3693	점이	173
3694	치료제를	172
3695	시작하면	172
3696	누군가의	172
3697	못할거야	172
3698	긴급	172
3699	아무나	172
3700	자기를	172
3701	리디아	172
3702	정부가	172
3703	그러니깐	172
3704	싱크	172
3705	말이예요	172
3706	작업을	172
3707	아니라고요	172
3708	마이	172
3709	기술을	172
3710	느끼고	172
3711	출발	171
3712	언제든지	171
3713	나간	171
3714	들어서	171
3715	젠장할	171
3716	꽃	171
3717	동물	171
3718	과장님이	171
3719	묻고	171
3720	짧은	171
3721	가슴에	171
3722	도시에	171
3723	다르지	171
3724	백	171
3725	죽었다	171
3726	여자애	171
3727	구해	170
3728	무서워요	170
3729	20분	170
3730	딱히	170
3731	코	170
3732	제이슨	170
3733	볼래	170
3734	있냐	170
3735	또다른	170
3736	드레스	170
3737	사이	170
3738	하나야	170
3739	사이가	170
3740	남자친구	170
3741	부분은	170
3742	남자와	170
3743	않겠지	170
3744	운전	170
3745	선장님	170
3746	늦은	170
3747	거에	170
3748	밤이	170
3749	삶에	170
3750	영원한	170
3751	좋아서	170
3752	갔을	170
3753	최대	170
3754	쪽에	170
3755	무섭네	170
3756	바다	170
3757	앨런	169
3758	졸라	169
3759	오후에	169
3760	애나	169
3761	자네와	169
3762	될거에요	169
3763	긴장	169
3764	폭풍이	169
3765	마저	169
3766	연락해	169
3767	가슴을	169
3768	빌어	169
3769	나가게	169
3770	밤은	169
3771	사건의	169
3772	주말에	169
3773	하얀	169
3774	한대	169
3775	시체가	169
3776	참아	169
3777	스타크	169
3778	암	169
3779	론	168
3780	본적이	168
3781	테스트	168
3782	아서	168
3783	통	168
3784	집도	168
3785	뭐에	168
3786	약속할게	168
3787	찍고	168
3788	찍어	168
3789	죽었을	168
3790	확	168
3791	나라	168
3792	배울	168
3793	위해선	168
3794	많아서	168
3795	시애틀	168
3796	너에	168
3797	윌리엄	168
3798	어떨까요	168
3799	해줄게	168
3800	영광입니다	168
3801	공연	168
3802	자체가	168
3803	자신	168
3804	하나씩	168
3805	상태를	168
3806	장군님	168
3807	읽을	168
3808	꺼내	168
3809	옆에서	168
3810	흑인	167
3811	사람이라고	167
3812	총은	167
3813	현장에	167
3814	잡아요	167
3815	다녀	167
3816	근처	167
3817	빛을	167
3818	테니까요	167
3819	꼴을	167
3820	나오고	167
3821	해군	167
3822	종양이	167
3823	이것을	167
3824	따윈	167
3825	모르니까	167
3826	방이	167
3827	길로	167
3828	않았는데	167
3829	바보야	167
3830	발견한	167
3831	나오지	167
3832	3일	167
3833	메이	166
3834	괴물	166
3835	하더군	166
3836	했소	166
3837	말할게	166
3838	번호	166
3839	마을에	166
3840	베일리가	166
3841	온다고	166
3842	됐다고	166
3843	넷	166
3844	기다려야	166
3845	집어	166
3846	강하게	166
3847	당신들을	166
3848	잘했어요	165
3849	했다면	165
3850	그렇다	165
3851	알아낼	165
3852	그놈	165
3853	여자친구	165
3854	지낼	165
3855	주인이	165
3856	그렇소	165
3857	완벽해	165
3858	않았다고	165
3859	존재를	165
3860	모두의	165
3861	작업	165
3862	그레이스	165
3863	주요	165
3864	걔를	165
3865	늦어서	165
3866	날을	165
3867	자기는	165
3868	그녀도	165
3869	있었다는	165
3870	천만에요	165
3871	조심하세요	165
3872	사라져	164
3873	케프너	164
3874	죽였다고	164
3875	아무한테도	164
3876	레이첼	164
3877	막아	164
3878	의료	164
3879	마시오	164
3880	현명한	164
3881	이유야	164
3882	내려와	164
3883	없음	164
3884	잊을	164
3885	하려면	164
3886	한동안	164
3887	닫아	164
3888	스캇	164
3889	공식적으로	164
3890	여기를	164
3891	걱정이	164
3892	그러네	164
3893	무고한	164
3894	발견	164
3895	할거에요	164
3896	노는	163
3897	뚫고	163
3898	빅터	163
3899	끝내주는	163
3900	나하고	163
3901	그랬던	163
3902	봤잖아	163
3903	내릴	163
3904	다물어	163
3905	없거든요	163
3906	같지만	163
3907	나한테서	163
3908	나가지	163
3909	대단히	163
3910	느낌	163
3911	병이	163
3912	양반	163
3913	수술실로	163
3914	만났을	163
3915	낯선	163
3916	않을까요	163
3917	울지	163
3918	싫으면	163
3919	경고	163
3920	탐정	163
3921	사진이	163
3922	이라는	163
3923	괜찮아질	163
3924	사악한	163
3925	그야	163
3926	·	163
3927	보렴	163
3928	믿어야	163
3929	애한테	162
3930	사이의	162
3931	않거든	162
3932	기사	162
3933	병원을	162
3934	사소한	162
3935	마침	162
3936	어쨋든	162
3937	여기도	162
3938	안젤라	162
3939	저녁을	162
3940	왼쪽으로	162
3941	위치	162
3942	당장은	162
3943	겠어요	162
3944	노력	162
3945	바지	162
3946	멋지다	162
3947	아닙니까	162
3948	요원이	162
3949	세계에서	162
3950	중인	162
3951	다니엘	162
3952	보아하니	162
3953	계셔	162
3954	것이지	162
3955	하는건	162
3956	임무는	162
3957	의식을	162
3958	빵	162
3959	수만	162
3960	없어도	162
3961	정신과	162
3962	질문은	162
3963	얼마든지	162
3964	믿기	162
3965	들어간	161
3966	제말은	161
3967	말일세	161
3968	집중해	161
3969	파리	161
3970	어떤가요	161
3971	마무리	161
3972	놀랄	161
3973	보이게	161
3974	방향으로	161
3975	경기	161
3976	예뻐	161
3977	특별	161
3978	뭐하러	161
3979	테고	161
3980	도와줄게	161
3981	말자	161
3982	북쪽	161
3983	주변	161
3984	메시지	161
3985	만들어서	161
3986	좋군	161
3987	제작	161
3988	피곤해	161
3989	말해주세요	161
3990	발견했어요	160
3991	밋첼	160
3992	공을	160
3993	쉬는	160
3994	움직이는	160
3995	알겠니	160
3996	참을	160
3997	간호사	160
3998	1번	160
3999	한다고요	160
4000	구하러	160
4001	그리고는	160
4002	나아	160
4003	소문이	160
4004	웃고	160
4005	아파트	160
4006	헛소리	160
4007	악마	160
4008	살려줘	160
4009	한게	160
4010	배는	160
4011	먹자	160
4012	코드	160
4013	하지도	160
4014	인생에	160
4015	겁을	160
4016	15분	159
4017	물건이	159
4018	올바른	159
4019	불구하고	159
4020	하신	159
4021	되었다	159
4022	살았어	159
4023	돌아가면	159
4024	노	159
4025	콜	159
4026	나가고	159
4027	산소	159
4028	가는거야	159
4029	떨어지고	159
4030	땜에	159
4031	뭐래	159
4032	자유롭게	159
4033	안의	159
4034	던져	159
4035	만들었지	159
4036	냄새를	159
4037	등을	158
4038	아버지도	158
4039	신호	158
4040	거기가	158
4041	제인	158
4042	좋겠는데	158
4043	쟤는	158
4044	말아	158
4045	쇼를	158
4046	기회는	158
4047	할래요	158
4048	켈리	158
4049	했었죠	158
4050	집이야	158
4051	에이프릴	158
4052	말인가요	158
4053	천만에	158
4054	한번만	158
4055	노력하고	158
4056	비켜요	158
4057	때론	158
4058	가족의	158
4059	그만하고	157
4060	너희들을	157
4061	속이	157
4062	기사를	157
4063	조금씩	157
4064	꿈이야	157
4065	의견을	157
4066	안하고	157
4067	그랬잖아	157
4068	브루스	157
4069	무사히	157
4070	쓸데없는	157
4071	이해합니다	157
4072	주위를	157
4073	해봤어	157
4074	잘못한	157
4075	부디	157
4076	로빈스	157
4077	해피	156
4078	숲	156
4079	렉시	156
4080	잊어버려	156
4081	매기	156
4082	뭐랄까	156
4083	벗고	156
4084	그랬으면	156
4085	강아지	156
4086	말했다	156
4087	먹어요	156
4088	주실래요	156
4089	거군	156
4090	빅	156
4091	약이	156
4092	자리가	156
4093	흔적이	156
4094	판	156
4095	싸움을	156
4096	그럴까	155
4097	해야해	155
4098	가방을	155
4099	우는	155
4100	빛이	155
4101	조용	155
4102	떠났어	155
4103	하며	155
4104	머리는	155
4105	대단해	155
4106	울고	155
4107	여러분은	155
4108	죽음이	155
4109	안드레	155
4110	있잖니	155
4111	가족들이	155
4112	충분하지	155
4113	어디까지	155
4114	반응이	155
4115	데서	155
4116	대위	155
4117	역사상	155
4118	시작하는	155
4119	있다구	155
4120	테러	155
4121	느껴져	155
4122	땅	155
4123	있지요	155
4124	변화를	155
4125	단단히	154
4126	어쩌죠	154
4127	그리워	154
4128	돌아가지	154
4129	콜롬비아	154
4130	뇌가	154
4131	20년	154
4132	캣니스	154
4133	거리에	154
4134	훈련	154
4135	거라도	154
4136	있겠네요	154
4137	도와주고	154
4138	있겠지만	154
4139	군대가	154
4140	대통령이	154
4141	베니	154
4142	결과는	154
4143	제프	154
4144	입어	154
4145	되겠네	154
4146	숨기고	153
4147	아주머니	153
4148	주여	153
4149	잡지	153
4150	클럽	153
4151	순간에	153
4152	일해	153
4153	직업을	153
4154	스타일즈	153
4155	맛	153
4156	끊어	153
4157	아니고요	153
4158	사용할	153
4159	2분	153
4160	니네	153
4161	되었어	153
4162	사업	153
4163	깊게	153
4164	신고	153
4165	굉장한	153
4166	내에	153
4167	자신에게	152
4168	우리끼리	152
4169	피할	152
4170	믿음을	152
4171	멋져요	152
4172	뜻이에요	152
4173	하나로	152
4174	어떠니	152
4175	거리	152
4176	아버님	152
4177	찾았습니다	152
4178	있음	152
4179	지켜보고	152
4180	사과	152
4181	남았어요	152
4182	싫어해	152
4183	함부로	152
4184	걸을	152
4185	거길	152
4186	문은	152
4187	말하는데	152
4188	시작합니다	152
4189	듯이	152
4190	않겠어요	152
4191	만났어요	152
4192	저희를	151
4193	주시겠어요	151
4194	재능이	151
4195	이후에	151
4196	끝나지	151
4197	그러자	151
4198	나갔어	151
4199	버린	151
4200	일어나요	151
4201	회사에	151
4202	열이	151
4203	죄다	151
4204	이들이	151
4205	결혼식에	151
4206	비행	151
4207	정도의	151
4208	설명해	151
4209	사람이죠	151
4210	잡았어요	151
4211	나치	151
4212	말하게	151
4213	변호사가	151
4214	필요하다	150
4215	게만	150
4216	팀은	150
4217	모르잖아요	150
4218	포함해서	150
4219	사무실	150
4220	유감이야	150
4221	맡은	150
4222	환자에게	150
4223	죽음	150
4224	들어가요	150
4225	재미있는	150
4226	걱정하는	150
4227	프랭키	150
4228	살기	150
4229	경험이	150
4230	어딘가	150
4231	자살	150
4232	잘하는	150
4233	저들을	150
4234	라이온	150
4235	리무	150
4236	아시다시피	150
4237	이식	149
4238	그런데도	149
4239	카드를	149
4240	란	149
4241	설명	149
4242	평생을	149
4243	알렌	149
4244	여자들	149
4245	힘내	149
4246	순간이	149
4247	가운데	149
4248	거랑	149
4249	없겠죠	149
4250	부인을	149
4251	사이먼	149
4252	옛날에	149
4253	꺼야	149
4254	조사	149
4255	유감이에요	149
4256	죽여야	149
4257	손은	149
4258	정지	149
4259	장군	149
4260	키가	149
4261	하늘을	149
4262	봐야지	149
4263	안좋은	149
4264	부모가	149
4265	있는거죠	149
4266	겁에	149
4267	물어봐도	149
4268	가지마	149
4269	그들도	149
4270	밑으로	149
4271	스타	149
4272	오렴	149
4273	달에	149
4274	거리가	149
4275	아름다워	149
4276	살해	149
4277	싫다	149
4278	잡으러	149
4279	몰랐네	149
4280	사무실로	149
4281	얼레	149
4282	수잔	149
4283	마법의	149
4284	화나게	148
4285	보셨어요	148
4286	메세지를	148
4287	가끔씩	148
4288	지금의	148
4289	증명할	148
4290	주의를	148
4291	구하려고	148
4292	누구의	148
4293	인터넷	148
4294	이래요	148
4295	죽음에	148
4296	때려	148
4297	놈아	148
4298	루이	148
4299	영혼이	148
4300	필요한데	148
4301	개는	148
4302	이러한	148
4303	의미	148
4304	피트	148
4305	받았습니다	148
4306	자네한테	148
4307	들어보세요	148
4308	울	148
4309	인형	148
4310	리차드	148
4311	전에요	148
4312	좋을거야	148
4313	장기	148
4314	모르겠군	147
4315	인간을	147
4316	맞서	147
4317	다행이네요	147
4318	살아서	147
4319	궁금한	147
4320	기회야	147
4321	감당할	147
4322	해결	147
4323	얘기한	147
4324	버틸	147
4325	지나면	147
4326	버렸어	147
4327	방해해서	147
4328	마시는	147
4329	착하지	147
4330	장소	147
4331	원한	147
4332	뉴욕에	147
4333	지옥에	147
4334	걔네	147
4335	다를	147
4336	저지른	147
4337	나지	147
4338	시작하지	147
4339	도착할	147
4340	하이	147
4341	책이	147
4342	같던데	147
4343	카레프	147
4344	저쪽에	147
4345	가방에	147
4346	불법	147
4347	그런가요	147
4348	에드	147
4349	캐롤	147
4350	싶어하는	147
4351	비행기가	147
4352	위험이	147
4353	학교를	147
4354	바라	146
4355	가능해	146
4356	지금이야	146
4357	어디죠	146
4358	올라가서	146
4359	자식을	146
4360	실험	146
4361	실험을	146
4362	추적	146
4363	유전자	146
4364	치는	146
4365	기억나요	146
4366	호텔에	146
4367	부른	146
4368	그러지마	146
4369	예쁘다	146
4370	미안하구나	146
4371	서로에게	146
4372	없었을	146
4373	떠나면	146
4374	기다리세요	146
4375	무조건	146
4376	왕을	146
4377	찬	146
4378	할지도	145
4379	자길	145
4380	전원	145
4381	안고	145
4382	전화할게	145
4383	이런거	145
4384	일이나	145
4385	죽어요	145
4386	않는데	145
4387	언제까지	145
4388	퀸	145
4389	흔적을	145
4390	따위	145
4391	막고	145
4392	어둠	145
4393	바빠	145
4394	싸우지	145
4395	않았던	145
4396	분을	145
4397	가지는	145
4398	애들도	145
4399	말씀해	145
4400	저쪽으로	145
4401	파일을	145
4402	가자구	145
4403	옷이	145
4404	아빠의	145
4405	리코야	145
4406	이래서	145
4407	알면서	145
4408	멋진데	144
4409	저희도	144
4410	빼	144
4411	몰랐는데	144
4412	역	144
4413	제군들	144
4414	뉴스	144
4415	정말로요	144
4416	사격	144
4417	하는데요	144
4418	고기	144
4419	떠	144
4420	틀린	144
4421	말하는거야	144
4422	밴드	144
4423	먹을래	144
4424	바라지	144
4425	이안	144
4426	귀	144
4427	들어본	144
4428	인터뷰	144
4429	잡은	144
4430	있기를	144
4431	들었습니다	144
4432	갔었어	144
4433	기분을	144
4434	남아서	144
4435	커	144
4436	사고로	144
4437	도시의	144
4438	달고	144
4439	짓이	144
4440	해주면	144
4441	누구인지	144
4442	괜찮다면	144
4443	의한	144
4444	씨의	144
4445	생각하는지	144
4446	비밀이	144
4447	반지	143
4448	휴대폰	143
4449	당신들의	143
4450	선수	143
4451	하겠다고	143
4452	사람처럼	143
4453	멍청이	143
4454	않다는	143
4455	때때로	143
4456	당신은요	143
4457	살아야	143
4458	아니겠죠	143
4459	트럭을	143
4460	물러나	143
4461	그분이	143
4462	가스	143
4463	가져온	143
4464	쪽은	143
4465	구하는	143
4466	생각만	143
4467	말예요	142
4468	이따가	142
4469	모양이야	142
4470	반가웠어요	142
4471	큰일	142
4472	지가	142
4473	하는거지	142
4474	떠났어요	142
4475	도망가	142
4476	피자	142
4477	싶었는데	142
4478	여자도	142
4479	걔한테	142
4480	번호를	142
4481	모르겠군요	142
4482	이상해요	142
4483	휴가	142
4484	미셸	142
4485	올라	142
4486	행동	142
4487	여자한테	142
4488	두번	142
4489	되	142
4490	일입니다	142
4491	있길	142
4492	의원님	142
4493	끝내	142
4494	낸시	142
4495	무어	141
4496	이메일	141
4497	그러게요	141
4498	키스를	141
4499	있을겁니다	141
4500	무엇이든	141
4501	사적인	141
4502	겪고	141
4503	책은	141
4504	사이에서	141
4505	주신	141
4506	전쟁에서	141
4507	점	141
4508	그것들을	141
4509	마약을	141
4510	통신	141
4511	무엇입니까	141
4512	문제도	141
4513	잊어	141
4514	급한	141
4515	말라	141
4516	셔츠	141
4517	넘는	141
4518	풀	141
4519	진짜요	141
4520	인사	141
4521	라디오	141
4522	사촌	141
4523	멕시코	141
4524	모건	141
4525	괜찮네	141
4526	이쪽이야	141
4527	여태	141
4528	미국에	140
4529	놀라게	140
4530	죽이면	140
4531	없던	140
4532	거겠죠	140
4533	남자들이	140
4534	규칙	140
4535	형사	140
4536	펄스	140
4537	다요	140
4538	워싱턴	140
4539	주변을	140
4540	근무	140
4541	주실	140
4542	상을	140
4543	자네들	140
4544	잘했다	140
4545	아유	140
4546	가야겠다	140
4547	않으니까	140
4548	미사일	140
4549	년이	140
4550	영상	140
4551	현실을	140
4552	빨리요	140
4553	포기	140
4554	중인데	140
4555	담당	140
4556	이는	140
4557	트럭에	140
4558	원하는지	140
4559	이전	140
4560	방송	139
4561	화장실에	139
4562	저쪽	139
4563	내버려둬	139
4564	사라졌어요	139
4565	곳이죠	139
4566	뇌를	139
4567	어리석은	139
4568	없인	139
4569	부르고	139
4570	무기가	139
4571	온통	139
4572	표정	139
4573	보여줄게	139
4574	포드	139
4575	조금은	139
4576	술에	139
4577	보이죠	139
4578	고맙구나	139
4579	없구나	139
4580	명령	139
4581	이겼어	139
4582	전혀요	139
4583	다친	139
4584	두는	138
4585	겪은	138
4586	말하려고	138
4587	다예요	138
4588	재밌어	138
4589	웃는	138
4590	한마디	138
4591	작고	138
4592	옷은	138
4593	못합니다	138
4594	불렀어	138
4595	해보고	138
4596	확인할	138
4597	유령	138
4598	발로	138
4599	싶어서요	138
4600	누구보다	138
4601	그렇진	138
4602	구하기	138
4603	결정할	138
4604	날에	138
4605	때면	138
4606	늦었어요	138
4607	끝나는	138
4608	누구냐	138
4609	싸워	138
4610	지금껏	138
4611	변하지	137
4612	예요	137
4613	거리에서	137
4614	모르는데	137
4615	맡고	137
4616	이혼	137
4617	내보내	137
4618	자세한	137
4619	유리	137
4620	손대지	137
4621	싫은	137
4622	덤벼	137
4623	악마의	137
4624	분위기	137
4625	꼴	137
4626	전부야	137
4627	조그만	137
4628	실례	137
4629	답이	137
4630	끝내고	137
4631	생활을	137
4632	하늘에	137
4633	기억하고	137
4634	선택할	137
4635	얼음	137
4636	눈치	137
4637	싶네	136
4638	이상하지	136
4639	이런걸	136
4640	나나	136
4641	메러디스가	136
4642	화난	136
4643	도착하면	136
4644	싫지만	136
4645	발이	136
4646	해주는	136
4647	고대	136
4648	클레어가	136
4649	배우고	136
4650	누구예요	136
4651	있어야지	136
4652	구했어	136
4653	부동산	136
4654	오른쪽으로	136
4655	블루	136
4656	돌아가신	136
4657	못해서	136
4658	고양이가	136
4659	멋지네	136
4660	됐을	136
4661	적의	136
4662	멋지게	136
4663	첫째	136
4664	신경도	136
4665	죽었고	136
4666	그만큼	136
4667	군요	136
4668	꿈은	136
4669	기억해요	136
4670	말입니까	136
4671	무릎을	135
4672	올해	135
4673	사람입니다	135
4674	고든	135
4675	희망이	135
4676	관해서	135
4677	오빠는	135
4678	요즘은	135
4679	말았어야	135
4680	때나	135
4681	남지	135
4682	한시간	135
4683	일이라고	135
4684	했었어요	135
4685	캠프	135
4686	거고요	135
4687	죽여라	135
4688	이번이	135
4689	오늘밤에	135
4690	영웅	135
4691	세계의	135
4692	주제에	135
4693	있는지도	135
4694	연기	135
4695	병을	134
4696	있었소	134
4697	번은	134
4698	타요	134
4699	비행기에	134
4700	뭘로	134
4701	노래가	134
4702	살라고	134
4703	보트	134
4704	용기를	134
4705	나갔어요	134
4706	프란시스	134
4707	최선의	134
4708	날은	134
4709	때로는	134
4710	보통은	134
4711	트래비스	134
4712	일해요	134
4713	맡을	134
4714	어울리는	134
4715	멋지지	134
4716	못한다면	134
4717	데려온	134
4718	확신이	134
4719	아니거든요	134
4720	살아있어	134
4721	되었어요	134
4722	애도	134
4723	잘한다	134
4724	죽어도	134
4725	최소	134
4726	보내줘	134
4727	그딴	134
4728	이라	134
4729	시계	134
4730	같죠	134
4731	웃음	134
4732	수를	134
4733	않을겁니다	134
4734	꼴이	134
4735	댄스	134
4736	실수	134
4737	위성	134
4738	이들을	134
4739	회사에서	133
4740	남았습니다	133
4741	내려가	133
4742	소녀	133
4743	다행이네	133
4744	방은	133
4745	대해서도	133
4746	같소	133
4747	종양을	133
4748	더요	133
4749	댄	133
4750	아셨죠	133
4751	가야겠어요	133
4752	그놈들이	133
4753	미쳤다고	133
4754	남자친구가	133
4755	일반적인	133
4756	준다고	133
4757	짓도	133
4758	확률이	133
4759	목숨이	133
4760	겁이	133
4761	들어왔어	133
4762	문제지	133
4763	아마도요	133
4764	남는	133
4765	반복한다	133
4766	물론입니다	133
4767	중이다	133
4768	다양한	133
4769	불리는	133
4770	찾아요	133
4771	많은데	133
4772	왕은	133
4773	사람이지	133
4774	죽음은	132
4775	방향	132
4776	내부	132
4777	진실은	132
4778	나한테는	132
4779	싶었던	132
4780	인마	132
4781	으로	132
4782	약물	132
4783	누구에게	132
4784	얼굴은	132
4785	곳이지	132
4786	통화	132
4787	살려	132
4788	낸	132
4789	로라	132
4790	알았는데요	132
4791	자비를	132
4792	생각하는데	132
4793	아니라구요	132
4794	알아봐	132
4795	데로	132
4796	직업이	132
4797	멜	132
4798	에밀리	132
4799	맞네	132
4800	농담이야	132
4801	이유도	132
4802	써야	132
4803	수천	132
4804	그곳에서	132
4805	호	132
4806	동생은	132
4807	증거	132
4808	그렇긴	132
4809	여기다	132
4810	지내는	132
4811	갇혀	132
4812	집안	131
4813	요리	131
4814	있을게요	131
4815	손가락을	131
4816	다리에	131
4817	이전에	131
4818	남자야	131
4819	신성한	131
4820	있었거든요	131
4821	죽일거야	131
4822	상태는	131
4823	들리나	131
4824	총알	131
4825	벌어진	131
4826	아니네요	131
4827	선생님의	131
4828	있었거든	131
4829	고통이	131
4830	똑똑하고	131
4831	들었죠	131
4832	동료	131
4833	반은	131
4834	너보다	131
4835	싶군요	131
4836	마셔요	131
4837	뭘까	131
4838	공원	131
4839	교회	131
4840	감사	131
4841	로비	131
4842	적당한	131
4843	거네요	131
4844	보네요	131
4845	모른다는	131
4846	사고를	131
4847	인	131
4848	슈퍼걸	131
4849	밀어	131
4850	국가	131
4851	신부	131
4852	희생자의	131
4853	늑대	131
4854	둔	130
4855	모자를	130
4856	대학에	130
4857	사탕	130
4858	위치로	130
4859	하워드	130
4860	구멍이	130
4861	바꾸고	130
4862	슬슬	130
4863	조차	130
4864	갈래요	130
4865	전해줘	130
4866	좋겠군	130
4867	아닌지	130
4868	만나지	130
4869	하루를	130
4870	들어오면	130
4871	가족에게	130
4872	기억할	130
4873	목적이	130
4874	죽겠어	130
4875	신선한	130
4876	써서	130
4877	했니	130
4878	기뻐요	130
4879	리즈	130
4880	부탁합니다	130
4881	들었다	130
4882	진작	130
4883	망쳤어	130
4884	왔군	130
4885	드리겠습니다	130
4886	인도	130
4887	매니가	130
4888	라이언	130
4889	듣게	130
4890	기록이	130
4891	영어	130
4892	걷고	130
4893	주님	130
4894	자전거	130
4895	패트릭	129
4896	뱀이	129
4897	보내지	129
4898	기도를	129
4899	종이	129
4900	카메라를	129
4901	관계	129
4902	잃었어요	129
4903	목숨	129
4904	하셨잖아요	129
4905	잘할	129
4906	지나	129
4907	않다면	129
4908	마실래	129
4909	킴	129
4910	없었다고	129
4911	친	129
4912	않겠지만	129
4913	안전할	129
4914	당신처럼	129
4915	비상	129
4916	않겠다고	129
4917	가문의	129
4918	일과	129
4919	돌아오는	129
4920	말이요	129
4921	알았으면	129
4922	조용한	129
4923	한글자막	129
4924	과거에	129
4925	전화로	129
4926	당연한	129
4927	미안하다고	129
4928	리무야	129
4929	나고	129
4930	과학	129
4931	보이나	129
4932	데도	129
4933	바짝	129
4934	한단다	129
4935	양쪽	129
4936	있다는걸	129
4937	미래에	129
4938	넘겨	129
4939	감사드립니다	129
4940	양은	129
4941	바꾸는	128
4942	식사를	128
4943	점을	128
4944	봤나	128
4945	있을거라	128
4946	아빠야	128
4947	때에	128
4948	총알을	128
4949	주무세요	128
4950	말하지만	128
4951	차이가	128
4952	치료할	128
4953	없다구요	128
4954	건강한	128
4955	사람에	128
4956	거울	128
4957	걸리지	128
4958	왔네요	128
4959	결정	128
4960	조언을	128
4961	의미를	128
4962	나왔습니다	128
4963	루크가	128
4964	떨어졌어	128
4965	안해도	128
4966	받아들일	128
4967	아니니	128
4968	눌러	128
4969	여왕	128
4970	틀림없어	128
4971	않았잖아	128
4972	회의	128
4973	올림픽	128
4974	뭐라구	128
4975	잃지	128
4976	있으라고	128
4977	여러분을	128
4978	내린	128
4979	알았네	128
4980	그때는	128
4981	되겠네요	128
4982	웃어	128
4983	않았다는	128
4984	캠이	128
4985	대령	128
4986	거는	128
4987	옆으로	128
4988	걱정마세요	127
4989	마음의	127
4990	태워	127
4991	하는거죠	127
4992	회사가	127
4993	영	127
4994	외계인	127
4995	보군	127
4996	미래의	127
4997	옮겨	127
4998	소설	127
4999	나더러	127
5000	엄마에게	127
5001	1시간	127
5002	썼어	127
5003	거라곤	127
5004	너희도	127
5005	테이블	127
5006	이럴수가	127
5007	어디에서	127
5008	줄거야	127
5009	잘생긴	127
5010	처리	127
5011	남편과	127
5012	문제로	127
5013	대답	127
5014	7시	127
5015	심장에	127
5016	모습	127
5017	거라구요	127
5018	앞	127
5019	앨리샤	127
5020	됐잖아	127
5021	회사의	127
5022	기다리게	127
5023	변화가	127
5024	들어오는	127
5025	만들기	126
5026	근처에서	126
5027	돌	126
5028	빛나는	126
5029	죽는다	126
5030	될지도	126
5031	왜지	126
